timestamp,sink,target_rate,achieved_rate,rate_error_pct,max_lateness_ms,events,fleet,dataset_laps
2026-09-23T19:54:37.6571610+00:00,rabbitmq,40000,39999.7,-0.001,8.30,4000000,537,0
2026-09-23T19:56:36.6691095+00:00,kafka,10000,9999.8,-0.002,4.10,1000000,134,0
2026-09-23T19:58:32.0784048+00:00,rabbitmq,60000,59997.5,-0.004,22.86,6000000,805,0
2026-09-23T20:00:27.7440084+00:00,rabbitmq,40000,39999.6,-0.001,7.89,4000000,537,0
2026-09-23T20:02:23.5738908+00:00,rabbitmq,10000,9999.6,-0.004,7.61,1000000,134,0
2026-09-23T20:04:22.6743827+00:00,kafka,40000,39999.1,-0.002,4.56,4000000,537,0
2026-09-23T20:06:21.6563869+00:00,kafka,20000,19999.7,-0.002,4.55,2000000,268,0
2026-09-23T20:08:16.7358231+00:00,rabbitmq,40000,39999.4,-0.001,9.58,4000000,537,0
2026-09-23T20:10:16.0806043+00:00,kafka,20000,19999.6,-0.002,4.95,2000000,268,0
2026-09-23T20:12:15.0980948+00:00,kafka,10000,9999.8,-0.002,5.10,1000000,134,0
2026-09-23T20:14:10.1344946+00:00,rabbitmq,60000,59999.0,-0.002,23.92,6000000,805,0
2026-09-23T20:16:05.2257784+00:00,rabbitmq,40000,39999.6,-0.001,10.22,4000000,537,0
2026-09-23T20:18:05.1002132+00:00,kafka,20000,19999.6,-0.002,4.65,2000000,268,0
2026-09-23T20:20:04.0264163+00:00,kafka,60000,59998.7,-0.002,5.62,6000000,805,0
2026-09-23T20:22:03.2553285+00:00,kafka,10000,9998.8,-0.012,5.34,1000000,134,0
2026-09-23T20:23:58.4831850+00:00,rabbitmq,10000,9999.9,-0.001,7.37,1000000,134,0
2026-09-23T20:25:57.4944498+00:00,kafka,10000,9998.8,-0.012,5.49,1000000,134,0
2026-09-23T20:27:52.5766224+00:00,rabbitmq,60000,59999.1,-0.001,29.92,6000000,805,0
2026-09-23T20:29:48.3969501+00:00,rabbitmq,60000,59998.6,-0.002,21.77,6000000,805,0
2026-09-23T20:31:44.1679578+00:00,rabbitmq,60000,59998.7,-0.002,32.76,6000000,805,0
2026-09-23T20:33:43.9747020+00:00,kafka,20000,19999.7,-0.001,4.79,2000000,268,0
2026-09-23T20:35:42.9385157+00:00,kafka,10000,9999.8,-0.002,4.89,1000000,134,0
2026-09-23T20:37:41.9790519+00:00,kafka,60000,59998.9,-0.002,4.56,6000000,805,0
2026-09-23T20:39:37.1402976+00:00,rabbitmq,10000,9999.9,-0.001,11.33,1000000,134,0
2026-09-23T20:41:36.1167239+00:00,kafka,40000,39999.2,-0.002,4.85,4000000,537,0
2026-09-23T20:43:31.2954355+00:00,rabbitmq,20000,19999.8,-0.001,8.13,2000000,268,0
2026-09-23T20:45:30.2634373+00:00,kafka,40000,39999.1,-0.002,4.32,4000000,537,0
2026-09-23T20:47:30.0850208+00:00,kafka,200000,199975.6,-0.012,6.92,20000000,2683,0
2026-09-23T20:49:32.1961547+00:00,kafka,100000,99997.7,-0.002,8.61,10000000,1341,0
2026-09-23T20:51:31.7751763+00:00,kafka,400000,399987.4,-0.003,136.37,40000000,5366,0
2026-09-23T20:53:38.9696289+00:00,kafka,400000,399611.5,-0.097,156.24,40000000,5366,0
2026-09-23T20:55:44.4258497+00:00,kafka,400000,399991.5,-0.002,40.34,40000000,5366,0
2026-09-23T20:57:49.3776305+00:00,kafka,200000,199995.8,-0.002,8.73,20000000,2683,0
2026-09-23T20:59:48.4889577+00:00,kafka,100000,99998.2,-0.002,4.66,10000000,1341,0
2026-09-23T21:01:47.7909954+00:00,kafka,400000,399475.8,-0.131,197.48,40000000,5366,0
2026-09-23T21:03:48.4031812+00:00,kafka,100000,99998.2,-0.002,4.24,10000000,1341,0
2026-09-23T21:05:47.4925014+00:00,kafka,100000,99997.9,-0.002,5.36,10000000,1341,0
2026-09-23T21:09:57.2761195+00:00,kafka,400000,393522.4,-1.619,1655.52,40000000,5366,0
2026-09-23T21:12:01.6337559+00:00,kafka,400000,399950.3,-0.012,34.81,40000000,5366,0
2026-09-23T21:14:06.4944109+00:00,kafka,400000,399990.0,-0.002,39.76,40000000,5366,0
2026-09-23T21:16:12.3021112+00:00,kafka,200000,199996.1,-0.002,9.30,20000000,2683,0
2026-09-23T21:18:11.8564310+00:00,kafka,100000,99998.5,-0.002,5.01,10000000,1341,0
2026-09-23T21:20:12.1507237+00:00,kafka,400000,399949.1,-0.013,722.33,40000000,5366,0
2026-09-23T21:22:17.5432172+00:00,kafka,200000,199996.9,-0.002,9.80,20000000,2683,0
2026-09-23T21:24:17.8519781+00:00,kafka,200000,199996.4,-0.002,8.05,20000000,2683,0
2026-09-23T21:26:17.5327636+00:00,kafka,100000,99998.1,-0.002,4.56,10000000,1341,0
