timestamp,run_id,architecture,partitions,target_rate,replication,synthetic_cost_us,persistence,events,seconds,throughput,mean_us,p50_us,p95_us,p99_us,max_us,cpu_avg,cpu_peak,mem_avg_mb,mem_peak_mb,gc_gen0,gc_gen1,gc_gen2,allocated_mb,windows,digest_hash,warmup_events,measured_events,windows_written,windows_dropped,client_config,dotnet_env,incomplete_records
2026-09-25T05:24:06.0726090+00:00,16af447b-eb05-4f1d-95ba-f81ff8c18d1f,kafka-direct,4,100000,3,0,1,10000000,89.947,100002.5,3080.6,3039,5251,5571,71103,23.0,76.4,101.4,104.3,957,10,1,8579,101000,53B11B22EC958D40,1005053,8994947,101000,0,auto.commit.interval.ms=5000;auto.offset.reset=earliest;enable.auto.commit=True;enable.auto.offset.store=False;socket.nagle.disable=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T05:26:05.6923836+00:00,1f9aa4ef-4c1c-43f5-9352-780af9f92414,kafka-direct,4,100000,3,0,1,10000000,89.938,100003.4,3936.1,3077,5311,11471,248959,23.0,79.7,101.3,106.6,957,10,1,8578,101000,53B11B22EC958D40,1005859,8994141,101000,0,auto.commit.interval.ms=5000;auto.offset.reset=earliest;enable.auto.commit=True;enable.auto.offset.store=False;socket.nagle.disable=True,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T05:28:05.9718814+00:00,91fd2d16-d895-4bc8-b771-0eeaa69dc456,kafka-direct,4,200000,1,0,1,20000000,89.948,200011.1,40704.0,3323,272639,889855,2797567,36.8,285.5,108.4,243.9,1913,10,1,17135,202000,D32C8EDE2EB8DCB8,2009352,17990648,202000,0,auto.commit.interval.ms=5000;auto.offset.reset=earliest;enable.auto.commit=True;enable.auto.offset.store=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T05:30:05.1494904+00:00,433e8f0a-86e1-48f4-8e4e-2b28e4f13ab1,kafka-direct,4,200000,1,0,1,20000000,89.944,200004.8,4237.3,3165,5303,6471,1228799,35.8,117.8,103.5,109.4,1912,10,1,17133,202000,D32C8EDE2EB8DCB8,2010758,17989242,202000,0,auto.commit.interval.ms=5000;auto.offset.reset=earliest;enable.auto.commit=True;enable.auto.offset.store=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T05:32:04.4495535+00:00,b793baa8-b311-4b4c-b579-3bdb398f331f,kafka-direct,4,200000,2,0,1,20000000,89.944,200006.0,5971.5,3143,5299,16207,650239,35.5,92.3,99.8,130.3,1912,10,1,17132,202000,D32C8EDE2EB8DCB8,2010613,17989387,202000,0,auto.commit.interval.ms=5000;auto.offset.reset=earliest;enable.auto.commit=True;enable.auto.offset.store=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T05:34:06.2667448+00:00,57d5601d-0ded-4c3b-ad81-be1c9d0ea62e,kafka-direct,4,200000,2,0,1,20000000,89.943,200004.5,7114.0,3215,5411,119615,905727,36.2,166.5,104.6,110.7,1912,10,1,17132,202000,D32C8EDE2EB8DCB8,2011016,17988984,202000,0,auto.commit.interval.ms=5000;auto.offset.reset=earliest;enable.auto.commit=True;enable.auto.offset.store=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T05:36:05.7190034+00:00,7da78d11-4771-4efd-8f86-5bf778742161,kafka-direct,4,200000,3,0,1,20000000,89.983,200003.5,4188.8,3175,5331,42591,202367,36.2,86.7,106.4,112.9,1912,10,1,17132,202000,D32C8EDE2EB8DCB8,2003020,17996980,202000,0,auto.commit.interval.ms=5000;auto.offset.reset=earliest;enable.auto.commit=True;enable.auto.offset.store=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T05:38:07.6357684+00:00,3337ef95-d318-422f-8e29-232a25a50d10,kafka-direct,4,200000,3,0,1,20000000,89.946,200004.8,15209.1,3207,5367,359167,1880063,36.2,127.6,102.9,108.3,1912,10,1,17134,202000,D32C8EDE2EB8DCB8,2010352,17989648,202000,0,auto.commit.interval.ms=5000;auto.offset.reset=earliest;enable.auto.commit=True;enable.auto.offset.store=False,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T05:40:17.0677689+00:00,7b69977b-c549-4ee5-b317-0ccb89833daf,rabbitmq-direct,4,40000,1,0,1,4000000,89.985,40000.8,1626.4,1010,4839,8295,32927,92.1,174.5,85.7,91.4,294,10,1,2635,40400,B2B1B8D431F8CF0C,400530,3599470,40400,0,ack_batch=100;dispatch_concurrency=1;prefetch=sem_limite,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T05:42:12.2488204+00:00,2dc32878-405f-4d3d-9d61-d4e38ad56fad,rabbitmq-direct,4,40000,1,0,1,4000000,89.987,40000.0,600.1,293,1423,4499,80063,136.9,196.4,88.9,94.6,309,10,1,2764,40400,B2B1B8D431F8CF0C,400538,3599462,40400,0,ack_batch=100;dispatch_concurrency=1;prefetch=sem_limite,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T05:44:07.5262253+00:00,496e5124-5277-4ecb-869c-93ca85417baf,rabbitmq-direct,4,40000,2,0,1,4000000,89.985,40001.0,1670.3,1031,4927,8503,40159,92.3,191.3,85.7,91.4,294,10,1,2635,40400,B2B1B8D431F8CF0C,400511,3599489,40400,0,ack_batch=100;dispatch_concurrency=1;prefetch=sem_limite,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T05:46:02.8941625+00:00,dd1237c9-ffb0-4452-92e8-dc0246879d45,rabbitmq-direct,4,40000,2,0,1,4000000,89.987,40000.4,547.0,306,1611,4387,44095,136.1,223.3,85.7,90.3,309,10,1,2760,40400,B2B1B8D431F8CF0C,400500,3599500,40400,0,ack_batch=100;dispatch_concurrency=1;prefetch=sem_limite,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T05:47:58.5063252+00:00,efd26556-f3e2-4d5f-a6fe-b2a8673f5160,rabbitmq-direct,4,40000,3,0,1,4000000,89.983,40000.6,1655.9,1036,4883,8367,33343,91.6,143.5,85.8,90.6,294,10,1,2635,40400,B2B1B8D431F8CF0C,400643,3599357,40400,0,ack_batch=100;dispatch_concurrency=1;prefetch=sem_limite,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T05:49:53.6334273+00:00,15651580-78cc-44ae-a4b4-d276aa2abf41,rabbitmq-direct,4,40000,3,0,1,4000000,89.985,40000.0,545.1,300,1498,4219,49215,136.8,197.5,86.8,91.4,309,10,1,2765,40400,B2B1B8D431F8CF0C,400583,3599417,40400,0,ack_batch=100;dispatch_concurrency=1;prefetch=sem_limite,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T05:51:48.9187760+00:00,dbca20de-08a0-4894-b347-98a00617908c,rabbitmq-direct,4,40000,1,0,1,4000000,89.987,39999.8,1650.5,998,4811,8855,66687,92.6,155.6,86.8,91.9,295,11,1,2636,40400,B2B1B8D431F8CF0C,400530,3599470,40400,0,ack_batch=100;dispatch_concurrency=1;prefetch=300,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T05:53:44.1192567+00:00,00352f53-0793-46fb-91b8-7253a427eeaa,rabbitmq-direct,4,40000,1,0,1,4000000,89.987,40000.6,1747.7,1033,5135,9479,63519,92.1,153.2,85.6,91.3,294,11,1,2635,40400,B2B1B8D431F8CF0C,400459,3599541,40400,0,ack_batch=100;dispatch_concurrency=1;prefetch=sem_limite,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T05:55:39.3884190+00:00,ecd57652-6717-428c-a134-5c951c3dde2a,rabbitmq-direct,4,40000,2,0,1,4000000,89.987,40000.1,1637.2,1019,4815,8487,39935,93.0,191.0,86.7,91.7,294,11,1,2635,40400,B2B1B8D431F8CF0C,400508,3599492,40400,0,ack_batch=100;dispatch_concurrency=1;prefetch=300,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T05:57:34.6778696+00:00,6ce51314-3f73-4e66-8de9-cf48ce86fa88,rabbitmq-direct,4,40000,2,0,1,4000000,89.987,40000.6,1782.2,1047,5139,9631,64031,91.8,185.3,86.5,91.3,294,11,1,2635,40400,B2B1B8D431F8CF0C,400482,3599518,40400,0,ack_batch=100;dispatch_concurrency=1;prefetch=sem_limite,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T05:59:29.6927226+00:00,6b39cf5d-f6e0-4f3c-8550-258a77f0e6b9,rabbitmq-direct,4,40000,3,0,1,4000000,89.986,40001.1,1791.5,1074,5319,9751,58175,90.6,150.5,85.7,91.1,295,11,1,2636,40400,B2B1B8D431F8CF0C,400445,3599555,40400,0,ack_batch=100;dispatch_concurrency=1;prefetch=300,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T06:01:24.8989052+00:00,c954ab43-0200-48c3-a917-e150a4f1bb6c,rabbitmq-direct,4,40000,3,0,1,4000000,89.986,40000.5,1757.0,1056,5251,9455,42655,91.4,152.0,87.0,91.7,294,11,1,2634,40400,B2B1B8D431F8CF0C,400513,3599487,40400,0,ack_batch=100;dispatch_concurrency=1;prefetch=sem_limite,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T06:03:20.0814786+00:00,f3fcc597-3627-4554-99db-60464b9300b1,rabbitmq-direct,4,60000,1,0,1,6000000,89.986,60000.6,3754.0,2361,9319,32991,86911,93.6,157.9,91.4,96.0,437,10,1,3908,60600,CC650889DAD933D0,600781,5399219,60600,0,ack_batch=100;dispatch_concurrency=1;prefetch=300,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T06:05:15.3296345+00:00,86e7444c-2137-4052-ac5e-c6b7f9ddb644,rabbitmq-direct,4,60000,1,0,1,6000000,89.987,60002.7,3505.1,2241,8527,26063,107391,95.9,163.5,86.2,91.4,436,10,1,3902,60600,CC650889DAD933D0,600529,5399471,60600,0,ack_batch=100;dispatch_concurrency=1;prefetch=sem_limite,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T06:07:10.5933846+00:00,92014905-6725-4b9c-a200-510aaafa6650,rabbitmq-direct,4,60000,2,0,1,6000000,89.986,60003.5,3226.7,2014,8247,25295,91967,97.3,159.4,87.7,91.9,436,10,1,3903,60600,CC650889DAD933D0,600501,5399499,60600,0,ack_batch=100;dispatch_concurrency=1;prefetch=300,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T06:09:05.8130853+00:00,3ee768b7-1d2b-4815-9523-59e383dd3e6f,rabbitmq-direct,4,60000,2,0,1,6000000,89.988,59999.9,3388.4,2163,8639,24927,92735,94.3,166.4,87.0,92.0,437,11,1,3908,60600,CC650889DAD933D0,600749,5399251,60600,0,ack_batch=100;dispatch_concurrency=1;prefetch=sem_limite,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T06:11:01.2885542+00:00,90eaaa9d-dcfa-457f-b892-c28916a6466a,rabbitmq-direct,4,60000,3,0,1,6000000,89.985,59999.9,3184.0,2057,8311,21535,97791,96.6,187.7,86.9,93.5,436,11,1,3903,60600,CC650889DAD933D0,600915,5399085,60600,0,ack_batch=100;dispatch_concurrency=1;prefetch=300,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T06:12:56.5388801+00:00,99340e2d-6ed2-436e-acc4-aa0b29ae7037,rabbitmq-direct,4,60000,3,0,1,6000000,89.986,60000.7,3783.6,2297,9239,30815,145791,94.1,164.8,86.3,91.5,437,11,1,3908,60600,CC650889DAD933D0,600798,5399202,60600,0,ack_batch=100;dispatch_concurrency=1;prefetch=sem_limite,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T06:14:52.0345767+00:00,e4618625-f758-405a-9d3d-df24458f6808,rabbitmq-direct,4,60000,1,0,1,6000000,89.988,60000.3,3326.6,2019,8287,30095,91583,96.9,163.1,87.6,91.7,436,10,1,3903,60600,CC650889DAD933D0,600718,5399282,60600,0,ack_batch=100;dispatch_concurrency=1;prefetch=sem_limite,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T06:16:47.1630677+00:00,b6e0e7b2-017b-46d3-8db7-dcf7de36395f,rabbitmq-direct,4,60000,1,0,1,6000000,89.984,60003.8,3513.0,1916,8391,40863,126143,95.0,165.8,86.1,91.5,437,11,1,3910,60600,CC650889DAD933D0,600603,5399397,60600,0,ack_batch=100;dispatch_concurrency=1;prefetch=sem_limite,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T06:18:42.4169134+00:00,693f2217-9350-4f09-a4de-99dcf5b0f4d5,rabbitmq-direct,4,60000,2,0,1,6000000,89.987,59999.3,3119.4,1957,7843,24623,98943,97.2,165.8,87.9,92.0,436,10,1,3904,60600,CC650889DAD933D0,600838,5399162,60600,0,ack_batch=100;dispatch_concurrency=1;prefetch=sem_limite,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T06:20:38.0883056+00:00,81b0981d-6218-4d65-888a-8396c8078247,rabbitmq-direct,4,60000,2,0,1,6000000,89.990,60000.5,3299.4,1935,8055,32751,96767,97.2,165.6,86.7,92.1,436,11,1,3903,60600,CC650889DAD933D0,600580,5399420,60600,0,ack_batch=100;dispatch_concurrency=1;prefetch=sem_limite,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T06:22:33.5418304+00:00,9e6de696-b247-42d6-8e25-8a55d24e8101,rabbitmq-direct,4,60000,3,0,1,6000000,89.987,60000.4,3043.9,1862,7587,24335,89471,96.1,197.1,87.1,92.7,437,10,1,3909,60600,CC650889DAD933D0,600725,5399275,60600,0,ack_batch=100;dispatch_concurrency=1;prefetch=sem_limite,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
2026-09-25T06:24:29.0309929+00:00,74f21b4c-7f4c-4510-b757-51b7c58a4a34,rabbitmq-direct,4,60000,3,0,1,6000000,89.987,60002.5,3293.1,2251,8471,18079,81791,95.8,171.7,88.0,92.0,436,10,1,3902,60600,CC650889DAD933D0,600542,5399458,60600,0,ack_batch=100;dispatch_concurrency=1;prefetch=sem_limite,DOTNET_RUNNING_IN_CONTAINER=true;DOTNET_VERSION=10.0.12,0
